,,,,Ultima actualizare - 09.03.2015,,,,,,,,,
,,,,,,,,,,,,,
LineID,LineName,StationID,RawStationName,FriendlyStationName,ShortStationName,JunctionName,Lat,Long,Invalid,Verified,Verification Date,Goodle Maps Link,Info comments
1066,13,3060,Tb_P-ta Marasti 1,Piata Marasti (Marasti),P-ta Marasti,P-ta Marasti,45.759237,21.227754,,dup script,15.07.11,"http://maps.google.com/maps?q=Piata%20Marasti@45.759237,21.227754",
,,,,,,,,,,,,,
LineID,LineName,StationID,RawStationName,FriendlyStationName,ShortStationName,JunctionName,Lat,Long,Invalid,Verified,Verification Date,Goodle Maps Link,
2546,13b,3548,Tv_BaltaVerde 1,Balta Verde (Stadion Rugby),Balta Verde,Balta Verde,45.758012,21.208578,TRUE,dup script,11.04.13,"http://maps.google.com/maps?q=Balta%20Verde@45.758012,21.208578",
2546,13b,7221,Zalau_2,Facultatea de teologie (Stadion Rugby),Fac. de teologie,Zalau,45.758405,21.205974,TRUE,dup script,11.04.13,"http://maps.google.com/maps?q=Facultatea%20de%20Teologie@45.758405,21.205974",
2546,13b,3643,A.Lapusneanu_2,Strada Alexandru Lapusneanu (Stadion Rugby),A. Lapusneanu,A. Lapusneanu,45.758597,21.200027,TRUE,dup script,11.04.13,"http://maps.google.com/maps?q=Strada%20Alexandru%20Lapusneanu@45.758597,21.200027",
2546,13b,3645,G.Alexandrescu_2,Strada Grigore Alexandrescu / Calea Bogdanestilor (Stadion Rugby),G. Alexandrescu,G. Alexandrescu,45.757548,21.195604,TRUE,dup script,11.04.13,"http://maps.google.com/maps?q=Grigore%20Alexandrescu%20/%20Calea%20Bogdanestilor@45.757548,21.195604",
2546,13b,3647,Madona_2,Strada Madona (Stadion Rugby),Madona,Madona,45.755717,21.192387,TRUE,dup script,11.04.13,"http://maps.google.com/maps?q=Strada%20Madona@45.755717,21.192387",
2546,13b,8020,C.A.Rosseti,Strada Constantin A. Rosseti / Biserica Catolica Ronat (Stadion Rugby),Biserica Ronat,,45.75483,21.187394,TRUE,dup script,11.04.13,"http://maps.google.com/maps?q=Strada%20Constantin%20A.%20Rosseti%20/%20Biserica%20Ortodoxa%Ronat@45.75483,21.187394",
2546,13b,7940,Stadion Rugby ,Stadion Rugby / Strada Theodor Aman (Stadion Rugby),Stadion Rugby,,45.756449,21.185567,TRUE,dup script,11.04.13,"http://maps.google.com/maps?q=Stadion%20Rugby@45.756449,21.185567",
2546,13b,7940,Stadion Rugby ,Stadion Rugby / Strada Theodor Aman (Balta Verde),Stadion Rugby,,45.756449,21.185567,TRUE,dup script,11.04.13,"http://maps.google.com/maps?q=Stadion%20Rugby@45.756449,21.185567",
2546,13b,8001,Calimanesti,Strada Theodor Aman / Strada Moise Dobosan (Balta Verde),M. Dobosan,,45.760179,21.184916,TRUE,dup script,11.04.13,"http://maps.google.com/maps?q=Strada%20Theodor%20Aman%20/%20Strada%20Moise%20Dobosan@45.760179,21.184916",
2546,13b,8000,Livezilor,Strada Moise Dobosan / Livezilor (Balta Verde),Livezilor,,45.760587,21.19039,TRUE,dup script,11.04.13,"http://maps.google.com/maps?q=Strada%20Moise%20Dobosan%20/%20Livezilor@45.760587,21.19039",
2546,13b,7981,G.Alexandrescu_2,Strada Moise Dobosan / Strada Grigore Alexandrescu (Balta Verde),G. Alexandrescu,,45.760886,21.195135,TRUE,dup script,11.04.13,"http://maps.google.com/maps?q=Strada%20Moise%20Dobosan%20/%20Grigore%20Alexandrescu@45.760886,21.195135",
2546,13b,7980,Macilor,Strada Macilor (Balta Verde),Macilor,,45.761852,21.204091,TRUE,dup script,11.04.13,"http://maps.google.com/maps?q=Strada%20Macilor@45.761852,21.204091",
2546,13b,7960,Cetatii,Bulevardul Cetatii (Balta Verde),Cetatii,,45.761518,21.209809,TRUE,dup script,11.04.13,"http://maps.google.com/maps?q=Bulevardul%20Cetatii@45.761518,21.209809",
2546,13b,3548,Tv_BaltaVerde 1,Balta Verde (Balta Verde),Balta Verde,Balta Verde,45.758088,21.209396,TRUE,dup script,11.04.13,"http://maps.google.com/maps?q=Balta%20Verde@45.758012,21.208578",
,,,,,,,,,,,,,
LineID,LineName,StationID,RawStationName,FriendlyStationName,ShortStationName,JunctionName,Lat,Long,Invalid,Verified,Verification Date,Goodle Maps Link,
1146,21,3560,Tv_Cimit.Buziasului2,Banatul / Depoul de autobuze (Sc. Gen Plopi),Banatul,Banatul,45.749581,21.252789,,dup script,08.12.14,"http://maps.google.com/maps?q=Banatul%20/%20Depoul%20de%20autobuze@45.749581,21.252789",
1146,21,3556,Tv_F de Bere 2,Fabrica de Bere Timisoreana (Sc. Gen Plopi),F-ca de Bere,F-ca de bere,45.753183,21.250184,,dup script,08.12.14,"http://maps.google.com/maps?q=Fabrica%20de%20Bere%20Timisoreana@45.753183,21.250184",
1146,21,2839,Iepurelui_,Strada Iepurelui / Ciclop (Sc. Gen Plopi),Iepurelui,Iepurelui,45.754668,21.25181,,dup script,08.12.14,"http://maps.google.com/maps?q=Strada%20Iepurelui%20/%20Ciclop@45.754668,21.25181",
1146,21,2832,V Parvan 2a,B-dul Vasile Parvan (Sc. Gen Plopi),V. Parvan,,,,TRUE,dup script,08.12.14,x,
1146,21,2830,Lic L. Calderon_,Liceul J. L. Calderon (Sc. Gen Plopi),Calderon,,45.754285,21.243878,TRUE,dup script,08.12.14,"http://maps.google.com/maps?q=Liceul%20J.%20L.%20Calderon@45.754285,21.243878",
1146,21,3411,A Saguna,Strada Andrei Saguna / Printul Turcesc (Sc. Gen Plopi),Andrei Saguna,Printul Turcesc,45.758012,21.256638,,dup script,08.12.14,"http://maps.google.com/maps?q=Strada%20Andrei%20Saguna%20/%20Printul%20Turcesc@45.757201,21.255949",
1146,21,3400,Iosif Vucan,Strada Iosif Vulcan (Sc. Gen Plopi),I. Vulcan,I. Vulcan,45.758974,21.2585,,dup script,08.12.14,"http://maps.google.com/maps?q=Strada%20Iosif%20Vulcan@45.758974,21.2585",
1146,21,3405,Uzina de apa,Uzina de apa (Sc. Gen Plopi),Uzina de apa,Uzina de apa,45.756855,21.263337,,dup script,08.12.14,"http://maps.google.com/maps?q=Uzina%20de%20apa@45.756855,21.263337",
1146,21,3401,Rudolf Walter 1a,Centrul Rudolf Walther (Sc. Gen Plopi),Rudolf Walther,,45.754352,21.269537,,dup script,08.12.14,"http://maps.google.com/maps?q=Centrul%20Rudolf%20Walther@45.754352,21.269537",
1146,21,3403,Albastrelelor 1a,Strada Albastrelelor (Sc. Gen Plopi),Albastrelelor,,45.754502,21.276232,,dup script,08.12.14,"http://maps.google.com/maps?q=Strada%20Albastrelelor@45.754502,21.276232",
1146,21,3406,Iokai Mor,Strada Jokai Mor (Sc. Gen Plopi),Jokai Mor,,45.753429,21.280133,,dup script,08.12.14,"http://maps.google.com/maps?q=Strada%20Jokai%20Mor@45.753429,21.280133",
1146,21,3408,C Popescu 1a,Strada Martir Cornel popescu (Sc. Gen Plopi),C. Popescu,,45.75155,21.282986,,dup script,08.12.14,"http://maps.google.com/maps?q=Strada%20Martir%20Cornel%20popescu@45.75155,21.282986",
1146,21,7760,Parcului,Strada Parcului (Sc. Gen Plopi),Parcului,,,,,dup script,08.12.14,x,
1146,21,8060,Cocorilor,Strada Cocorilor (Sc. Gen Plopi),Cocorilor,,,,,dup script,08.12.14,x,
1146,21,8061,Calistrat Hogas,Strada Calistrat Hogas (Sc. Gen Plopi),C. Hogas,,,,,dup script,08.12.14,x,
1146,21,3420,Scoala Plopi 1a,Scoala Generala Cartier Plopi (Sc. Gen Plopi),Sc. Gen. Plopi,,45.750097,21.279727,,dup script,08.12.14,"http://maps.google.com/maps?q=Scoala%20Generala%20Cartier%20Plopi@45.750097,21.279727",
1146,21,3420,Scoala Plopi 1a,Scoala Generala Cartier Plopi (Banatul),Sc. Gen. Plopi,,45.750097,21.279727,,dup script,08.12.14,"http://maps.google.com/maps?q=Scoala%20Generala%20Cartier%20Plopi@45.750097,21.279727",
1146,21,6980,Albastrelelor1,Strada Albastrelelor (Banatul),Albastrelelor,,,,,dup script,08.12.14,x,
1146,21,3402,Rudolf Walter 2a,Centrul Rudolf Walther (Banatul),Rudolf Walther,,45.754604,21.269247,,dup script,08.12.14,"http://maps.google.com/maps?q=Centrul%20Rudolf%20Walther@45.754604,21.269247",
1146,21,6943,V.Carlova1,Strada Vasile Carlova (Banatul),V. Carlova,,45.756543,21.263829,,dup script,08.12.14,"http://maps.google.com/maps?q=Strada%20Vasile%20Carlova@45.756543,21.263829",
1146,21,6960,Iosif Vulcan1,Strada Iosif Vulcan (Banatul),I. Vulcan,I. Vulcan,,,,dup script,08.12.14,x,
1146,21,2738,Tv_P Turcesc 2,Printul Turcesc / Baba Dochia (Banatul),Printul Turcesc,Printul Turcesc,45.757166,21.255713,TRUE,dup script,08.12.14,"http://maps.google.com/maps?q=Printul%20Turcesc%20/%20Baba%20Dochia@45.757166,21.255713",
1146,21,7601,P-ta Traian 2a,Piata Traian (Banatul),,,,,TRUE,,08.12.14,,
1146,21,4424,Baba Dochia,Strada Baba Dochia / Printul Turcesc (Banatul),Printul Turcesc,Printul Turcesc,45.756462,21.255067,,dup script,08.12.14,"http://maps.google.com/maps?q=Strada%20Baba%20Dochia%20/%20Printul%20Turcesc@45.756462,21.255067",
1146,21,2828,Iepurelui,Strada Iepurelui / Ciclop (Banatul),Iepurelui,Iepurelui,45.754745,21.251496,,dup script,08.12.14,"http://maps.google.com/maps?q=Strada%20Iepurelui%20/%20Ciclop@45.754745,21.251496",
1146,21,2829,Lic L. Calderon,Liceul J. L. Calderon / New Hotel Timisoara (V. Parvan),Calderon,,45.754363,21.243784,TRUE,dup script,08.12.14,"http://maps.google.com/maps?q=Liceul%20J.%20L.%20Calderon%20/%20New%20Hotel%20Timisoara@45.754363,21.243784",
1146,21,2839,Iepurelui_,Strada Iepurelui / Ciclop (Banatul),Iepurelui,Iepurelui,45.754668,21.25181,TRUE,dup script,08.12.14,"http://maps.google.com/maps?q=Strada%20Iepurelui%20/%20Ciclop@45.754668,21.25181",
1146,21,2832,V Parvan 2a,B-dul Vasile Parvan (Banatul),V. Parvan,,,,TRUE,dup script,08.12.14,x,
1146,21,3554,Tv_F de Bere 1,Fabrica de Bere Timisoreana (Banatul),F-ca de Bere,F-ca de bere,45.753118,21.250096,,dup script,08.12.14,"http://maps.google.com/maps?q=Fabrica%20de%20Bere%20Timisoreana@45.753118,21.250096",
1146,21,3561,Tv_Cimit.Buziasului2,Banatul / Depoul de autobuze (Banatul),Banatul,Banatul,45.749581,21.252789,,dup script,08.12.14,"http://maps.google.com/maps?q=Banatul%20/%20Depoul%20de%20autobuze@45.749581,21.252789",
,,,,,,,,,,,,,
LineID,LineName,StationID,RawStationName,FriendlyStationName,ShortStationName,JunctionName,Lat,Long,Invalid,Verified,Verification Date,Goodle Maps Link,
2566,22,8960,Albastrelelor_,Strada Albastrelelor (Bastion),Albastrelelor,,,,,dup script,08.12.14,,
2566,22,8981,Plastique Forme_,Platique Forme (Bastion),Plastique Forme,,,,,dup script,08.12.14,,
2566,22,6940,Apateu1,Strada Apateu (Bastion),Apateu,,45.747237,21.262858,,dup script,08.12.14,"http://maps.google.com/maps?q=Strada%20Apateu@45.747237,21.262858",
2566,22,6941,Levantica1,Strada Levantica (Bastion),Levantica,,45.751733,21.263314,,dup script,08.12.14,"http://maps.google.com/maps?q=Strada%20Levantica@45.751733,21.263314",
2566,22,7240,Caprioarei 1,Strada Caprioarei (Bastion),Caprioarei,,45.754136,21.263577,,dup script,08.12.14,"http://maps.google.com/maps?q=Strada%20Caprioarei@45.754136,21.263577",
2566,22,6943,V.Carlova1,Strada Vasile Carlova (Bastion),V. Carlova,,45.756543,21.263829,,dup script,08.12.14,"http://maps.google.com/maps?q=Strada%20Vasile%20Carlova@45.756543,21.263829",
2566,22,6960,Iosif Vulcan1,Strada Iosif Vulcan (Bastion),I. Vulcan,I. Vulcan,,,,dup script,08.12.14,x,
2566,22,4424,Baba Dochia,Strada Baba Dochia / Printul Turcesc (Bastion),Printul Turcesc,Printul Turcesc,45.756462,21.255067,,dup script,08.12.14,"http://maps.google.com/maps?q=Strada%20Baba%20Dochia%20/%20Printul%20Turcesc@45.756462,21.255067",
2566,22,2828,Iepurelui,Strada Iepurelui / Ciclop (Bastion),Iepurelui,Iepurelui,45.754745,21.251496,,dup script,08.12.14,"http://maps.google.com/maps?q=Strada%20Iepurelui%20/%20Ciclop@45.754745,21.251496",
2566,22,2829,Radio Timisoara,Liceul J. L. Calderon / New Hotel Timisoara (Bastion),Calderon,,45.754363,21.243784,,dup script,08.12.14,"http://maps.google.com/maps?q=Liceul%20J.%20L.%20Calderon%20/%20New%20Hotel%20Timisoara@45.754363,21.243784",
2566,22,8160,Prefectura 3,Prefectura Judetului Timis / Consulatul Republicii Moldova (Bastion),Prefectura,Prefectura,45.755803,21.238613,,dup script,08.12.14,"http://maps.google.com/maps?q=Prefectura%20Judetului%20Timis%20/%20Consulatul%20Republicii%20Moldova@45.755803,21.238613",
2566,22,4000,Tb_Bastion 1,Punctele Cardinale / Bastion (Bastion),Bastion,Bastion,45.758026,21.234058,,dup script,08.12.14,"http://maps.google.com/maps?q=Punctele%20Cardinale%20/%20Bastion@45.758026,21.234058",
2566,22,4000,Tb_Bastion 1,Punctele Cardinale / Bastion (Albastrelelor),Bastion,Bastion,45.758026,21.234058,,dup script,08.12.14,"http://maps.google.com/maps?q=Punctele%20Cardinale%20/%20Bastion@45.758026,21.234058",
2566,22,8140,Filipescu,Strada Nicu Filipescu / Universitatea de Medicina Victor Babes (Albastrelelor),Univ. de Medicina,,,,,dup script,08.12.14,,
2566,22,5260,H Continental,Hotel Continental (A. Saguna),Hotel Continental,Hotel Continental,45.755304,21.233377,TRUE,dup script,08.12.14,"http://maps.google.com/maps?q=Hotel%20Continental@45.755304,21.233377",
2566,22,2806,P-ta L. da Vinci,Piata Leonadro da Vinci (A. Saguna),P-ta L. da Vinci,P-ta L. da Vinci,45.749004,21.235337,TRUE,dup script,08.12.14,"http://maps.google.com/maps?q=Piata%20Leonadro%20da%20Vinci@45.749004,21.235337",
2566,22,2807,Univ de Vest,Universitatea de Vest (A. Saguna),Univ. de Vest,Univ. de Vest,45.747981,21.230711,TRUE,dup script,08.12.14,"http://maps.google.com/maps?q=Universitatea%20de%20Vest@45.747981,21.230711",
2566,22,2977,A.Saguna 1tb,Pod Mitropolit Andrei Saguna (A. Saguna),Andrei Saguna,Andrei Saguna,45.748001,21.225647,TRUE,dup script,08.12.14,"http://maps.google.com/maps?q=Pod%20Mitropolit%20Andrei%20Saguna@45.748001,21.225647",
2566,22,2977,A.Saguna 1tb,Pod Mitropolit Andrei Saguna (Apateu),Andrei Saguna,Andrei Saguna,45.748001,21.225647,TRUE,dup script,08.12.14,"http://maps.google.com/maps?q=Pod%20Mitropolit%20Andrei%20Saguna@45.748001,21.225647",
